Tweet Id;Text;Name;Screen Name;UTC;Created At;Favorites;Retweets;Language;Client;Tweet Type;URLs;Hashtags;Mentions;Media Type;Media URLs;;;
1462486243292364805;@JesusUsero Yo lo que creo es que tras esto llegará una trilogía de carácter bien diferente con el mismo Spiderman pero sin Jon Watts (que se va con los 4);Director's cut;Mikecine95;2021-11-21T18:21:06.000Z;Sun Nov 21 18:21:06 +0000 2021;0;0;es;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";Reply;;0;1;;;;;
1462486242956873733;"RT @ComicBkSearch : the amazing spider-man #129
?? https://t.co/GMPGGXvLUS
???
More info on Search &amp; Collect:
?? https://t.co/prXZgKyViq
???
#SearchNCollect #eBay #Auction #US #UnitedStates #spiderman #Comics #ComicBooks #ComicBKSearch https://t.co/WCQGVpZrIW";zamifairuz;zamifairuz12;2021-11-21T18:21:06.000Z;Sun Nov 21 18:21:06 +0000 2021;0;0;en;"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>";Retweet;https://www.ebay.com/itm/324879667083?mkevt=1&mkcid=1&mkrid=711-53200-19255-0&campid=5338713410&toolid=10049&customid=EI324879667083&nordt=true https://www.searchandcollect.com/item/the-amazing-spider-man-129/E324879667083/?category=ComicBooks ;9;0;photo;https://pbs.twimg.com/media/FEu9tPyX0AUJF_R.jpg;;;
1462486238808653825;RT @nazario_louis : @Matthasnocuts @unleash_yt I'm curious, how many Sonic fans out there are also Spiderman and Dragon Ball fans? https://t.co/ddfEN8k3AE;Meceo ?;swift_blr;2021-11-21T18:21:05.000Z;Sun Nov 21 18:21:05 +0000 2021;0;0;en;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";Retweet;;0;2;photo;https://pbs.twimg.com/media/FEutaM2XoAcYiWo.jpg;https://pbs.twimg.com/media/FEutaNJXoAcqDGg.jpg;https://pbs.twimg.com/media/FEutaNnXsAQ8IgF.jpg;
1462486235222478851;"HAHA nod kay superior spiderman yung ""looks like we got competition""";Onyeee;nyelmooseknee;2021-11-21T18:21:04.000Z;Sun Nov 21 18:21:04 +0000 2021;0;0;en;"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>";Tweet;;0;0;;;;;
1462486224837308424;@moviemenfes Spiderman far from home;?;wee_kastiani;2021-11-21T18:21:02.000Z;Sun Nov 21 18:21:02 +0000 2021;0;0;en;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";Reply;;0;1;;;;;
1462486213030551560;RT @Matthasnocuts : I'm just curious, how many Sonic fans out there are massive Spiderman fans? https://t.co/zvOvDsUREj;Meceo ?;swift_blr;2021-11-21T18:20:59.000Z;Sun Nov 21 18:20:59 +0000 2021;0;0;en;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";Retweet;;0;0;photo;https://pbs.twimg.com/media/FEui_RTXsAAc7u2.png;https://pbs.twimg.com/media/FEujHhbXMAQoakO.png;;
1462486212871135239;RT @ajdesigns0220 : The Lizard VS. Every possible character (1/3) #SpidermanNoWayHome #NoWayHome #SpiderMan https://t.co/RdtzZDYzki;Ronny Mß;ronny_mb;2021-11-21T18:20:59.000Z;Sun Nov 21 18:20:59 +0000 2021;0;0;en;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";Retweet;;3;0;photo;https://pbs.twimg.com/media/FEurQ8CVIAQCqfR.jpg;https://pbs.twimg.com/media/FEurQ8jVcAEf79G.jpg;https://pbs.twimg.com/media/FEurQ-6UUAEmbU0.jpg;
1462486208408428548;"RT @ComicBkSearch : the amazing spider-man #129
?? https://t.co/GMPGGXvLUS
???
More info on Search &amp; Collect:
?? https://t.co/prXZgKyViq
???
#SearchNCollect #eBay #Auction #US #UnitedStates #spiderman #Comics #ComicBooks #ComicBKSearch https://t.co/WCQGVpZrIW";????James Schramm???;JamesSchramm2;2021-11-21T18:20:58.000Z;Sun Nov 21 18:20:58 +0000 2021;0;0;en;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";Retweet;https://www.ebay.com/itm/324879667083?mkevt=1&mkcid=1&mkrid=711-53200-19255-0&campid=5338713410&toolid=10049&customid=EI324879667083&nordt=true https://www.searchandcollect.com/item/the-amazing-spider-man-129/E324879667083/?category=ComicBooks ;9;0;photo;https://pbs.twimg.com/media/FEu9tPyX0AUJF_R.jpg;;;
1462486190842597382;"la Marvel ha rotto il cazzo con sti nuovi spot per spiderman, io sono il coglione che non riesce ad evitare di guardarli
Ok che il film dura 2.40h ma tra il trailer e queste altre scene so gi? mezz'ora di film";Andrea Toffanin;andreatoffa;2021-11-21T18:20:54.000Z;Sun Nov 21 18:20:54 +0000 2021;0;0;it;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";Tweet;;0;0;;;;;
1462486186287636485;La pelea de #SpiderMan y #DoctorStrange en el tren, podemos ver que cambiaron el fondo. https://t.co/AIx5waUcgE;???????? ??;AlexGio2099;2021-11-21T18:20:53.000Z;Sun Nov 21 18:20:53 +0000 2021;0;0;es;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";Reply;;2;0;photo;https://pbs.twimg.com/media/FEvLboFXIAUhzbD.jpg;https://pbs.twimg.com/media/FEvLb5dXMAonhjZ.jpg;;
